,이름,X,Y,대분류,탄소배출량
321,닭굽는마을,129.0235627,35.1067941,닭고기류,0.3
322,우리식당,129.0228527,35.1061601,생선류,5.933
323,에그카페24,129.0263261,35.1032372,커피,0.18
324,미락정,129.023794,35.1033668,돼지고기류,1.6
325,장가국시,129.0233157,35.1037134,면류,1.3
326,보수맛집,129.0237935,35.1033217,밥류,0.414
327,금오생고기,129.0218182,35.1041226,소고기류,7.833
328,든든 한끼,129.0219251,35.1039054,밥류,0.414
329,이화민속주막,129.0218182,35.1041226,주류,0.32
330,쌍둥이숯불두마리치킨,129.0226501,35.1039894,닭고기류,0.3
331,또래오래,129.0250119,35.1042759,닭고기류,0.3
332,보수동 명품 찹쌀꽈배기,129.0280719,35.1033757,커피,0.18
333,부산광역시립 중앙도서관 구내식당,129.0272011,35.1082867,면류,1.3
334,초록주막,129.0226561,35.1035927,주류,0.32
335,헨리의술집,129.0226561,35.1035927,주류,0.32
336,네네치킨,129.0228745,35.1035098,닭고기류,0.3
337,전통가야,129.0226711,35.1039171,면류,1.3
338,무한궤도 엘피펍,129.0226426,35.1033855,주류,0.32
339,사계절밥상,129.0225704,35.1037557,밥류,0.414
340,영통닭,129.0256893,35.1040629,닭고기류,0.3
341,남포동 먹자골목,129.0239697,35.1042577,패스트푸드류,2.6
342,초전식당,129.0220449,35.1047156,밥류,0.414
343,키친보수동,129.0239697,35.1042577,소고기류,7.833
344,함경,129.0239697,35.1042577,밥류,0.414
345,대성관,129.0219251,35.1039054,면류,1.3
346,BS치킨,129.0257489,35.104441,닭고기류,0.3
347,건강북카페,129.0254224,35.1037677,커피,0.18
348,뚜레쥬르,129.0276209,35.1032803,패스트푸드류,2.6
349,고기만땅옛날도시락,129.0239697,35.1042577,밥류,0.414
350,카페 두콩,129.0258904,35.1034753,커피,0.18
351,1인용이태원부대찌개,129.0239697,35.1042577,국/탕/찌개류,2.736
352,두루치기 완전정복,129.0219251,35.1039054,돼지고기류,1.6
353,부산카이저,129.0226488,35.1065223,면류,1.3
354,포항식당,129.0223725,35.1063534,밥류,0.414
355,대우베이커리,129.024456,35.1063088,밥류,0.414
356,별빛맥주,129.0216836,35.1047637,주류,0.32
357,쌍둥이숯불두마리치킨,129.0226501,35.1039894,닭고기류,0.3
358,달다래,129.0226549,35.1034936,커피,0.18
359,닭굽는마을,129.0250102,35.1076382,닭고기류,0.3
360,이태리칼국수 앤 돈까스,129.0238636,35.1054214,돼지고기류,1.6
361,깐풍기의전설,129.0250119,35.1042759,닭고기류,0.3
362,엠피자,129.0250668,35.1042755,패스트푸드류,2.6
363,라니분식,129.0226534,35.1077662,패스트푸드류,2.6
364,미스터치킨맨,129.02631,35.1072035,닭고기류,0.3
365,먹자촌,129.0262458,35.1038328,밥류,0.414
366,우리동네 찐빵&만두집,129.0258512,35.1047285,패스트푸드류,2.6
367,모리스,129.0258904,35.1034753,주류,0.32
368,고기만땅옛날도시락,129.0239697,35.1042577,밥류,0.414
369,부산카이저,129.0226488,35.1065223,면류,1.3
370,포항식당,129.0223725,35.1063534,밥류,0.414
371,길식당,129.0244387,35.1040464,면류,1.3
372,배떡,129.0236386,35.1040982,패스트푸드류,2.6
373,카페 두콩,129.0258904,35.1034753,커피,0.18
374,소백산,129.0220594,35.1049949,국/탕/찌개류,2.736
375,깡돼후,129.025774,35.1020701,돼지고기류,1.6
376,이가네 떡볶이,129.0260196,35.1015362,패스트푸드류,2.6
377,세정,129.0254743,35.1009098,생선류,5.933
378,거인통닭,129.0261063,35.1023287,닭고기류,0.3
379,원조부산족발,129.0266423,35.0995839,돼지고기류,1.6
380,진맛집,129.0263588,35.1014702,패스트푸드류,2.6
381,미친막창,129.0246723,35.1025571,면류,1.3
382,밀양집,129.0259616,35.1021586,돼지고기류,1.6
383,부산기사식당,129.0247305,35.100195,돼지고기류,1.6
384,공순대,129.0268638,35.1006276,국/탕/찌개류,2.736
385,옥생관,129.0270228,35.1028167,면류,1.3
386,부부면옥,129.0269457,35.1010416,면류,1.3
387,양산집,129.0263363,35.1022997,돼지고기류,1.6
388,안쪽집,129.0264289,35.0991891,밥류,0.414
389,곱닭곱닭,129.0266928,35.1001153,주류,0.32
390,밀곳,129.0257476,35.1017097,밥류,0.414
391,멕코이치킨,129.0261422,35.0990653,닭고기류,0.3
392,낙원동 숯불 닭갈비 부산,129.0254207,35.100126,닭고기류,0.3
393,시스루찐빵,129.0263343,35.1021374,밥류,0.414
394,왕대박숯불갈비,129.0270327,35.1001034,돼지고기류,1.6
395,마라쿵젠,129.0274441,35.0988019,국/탕/찌개류,2.736
396,국제통닭,129.0260274,35.1021581,닭고기류,0.3
397,청조횟집,129.0265367,35.0990349,닭고기류,0.3
398,홍소족발,129.0274643,35.0995409,돼지고기류,1.6
399,명성,129.0261471,35.0985785,소고기류,7.833
400,내껍데기돌리도,129.0258051,35.0992935,돼지고기류,1.6
401,밀양순대돼지국밥,129.025596,35.0992412,돼지고기류,1.6
402,닭발타임,129.0266166,35.100161,닭고기류,0.3
403,개화,129.0273878,35.0995595,면류,1.3
404,설스시,129.0259478,35.098427,생선류,5.933
405,성주장어구이,129.026194,35.1005702,생선류,5.933
406,도쿠도쿠,129.025981,35.0993281,주류,0.32
407,홍가복,129.0262728,35.0998574,면류,1.3
408,송도집,129.0261903,35.0985241,국/탕/찌개류,2.736
409,원조 깡통골목 비빔당면,129.0263891,35.102137,밥류,0.414
410,부엉이 마을,129.0245164,35.1023692,돼지고기류,1.6
411,동해복국,129.0239992,35.1013549,국/탕/찌개류,2.736
412,하단끝집,129.0254332,35.0993778,주류,0.32
413,일신명품한우,129.0256404,35.101909,소고기류,7.833
414,무언막걸리,129.0263052,35.1006955,패스트푸드류,2.6
415,섬진강재첩국,129.0224977,35.1014487,국/탕/찌개류,2.736
416,생수샤브샤브,129.0259178,35.1004103,국/탕/찌개류,2.736
417,고기굽는남자,129.0258695,35.0991848,돼지고기류,1.6
418,이자카야 키,129.0255403,35.0982952,주류,0.32
419,육회 브라더스,129.0264125,35.0987565,소고기류,7.833
420,단골손님,129.0259078,35.0996171,주류,0.32
421,원조밀면,129.0275559,35.1007209,면류,1.3
422,시부야 넘버원,129.0267792,35.099132,주류,0.32
423,울릉도오징어횟집,129.0258329,35.0988876,생선류,5.933
424,남포동원조집,129.0266136,35.0999176,돼지고기류,1.6
425,남강실비,129.02444,35.1015225,주류,0.32
426,대박횟집,129.0258679,35.0990586,생선류,5.933
427,소문난칼국수,129.0217436,35.1025458,면류,1.3
428,아웃닭,129.0258328,35.099753,닭고기류,0.3
429,제노아,129.02697,35.1003563,커피,0.18
430,먹때돼,129.0259725,35.1004008,돼지고기류,1.6
431,몽상가들,129.0270514,35.0989765,주류,0.32
432,코지하우스,129.0252512,35.0997309,소고기류,7.833
433,도코로,129.0271512,35.0990568,주류,0.32
434,달마루,129.0257773,35.098825,주류,0.32
435,소문난죽집,129.0259582,35.1018882,밥류,0.414
436,여송제,129.0271745,35.0991647,돼지고기류,1.6
437,텐퍼센트커피,129.0269981,35.1008428,커피,0.18
438,간판없는김치찌개,129.0273903,35.1006322,국/탕/찌개류,2.736
439,정원닭도리,129.026764,35.1005473,닭고기류,0.3
440,부산횟집,129.0255828,35.099061,생선류,5.933
441,분차카갓반미,129.0254713,35.1015408,면류,1.3
442,미스터불고기,129.0255553,35.1003683,소고기류,7.833
443,마오사운드,129.026764,35.1005473,주류,0.32
444,쉐프곤,129.0272849,35.1001012,면류,1.3
445,치락스,129.0272899,35.1004978,주류,0.32
446,소문난 돼지국밥,129.0256912,35.1007097,돼지고기류,1.6
447,오드이븐,129.0274742,35.100325,커피,0.18
448,용용선생,129.0270485,35.0996165,주류,0.32
449,가마솥깡통분식,129.0257201,35.1012683,패스트푸드류,2.6
450,부평동 맷돌빈대떡,129.0263052,35.1006955,주류,0.32
451,신사골뱅이,129.0274874,35.1005052,국/탕/찌개류,2.736
452,시골통돼지볶음,129.0225945,35.1030524,돼지고기류,1.6
453,사거리분식,129.0263561,35.1012539,패스트푸드류,2.6
454,닭발먹은새우,129.0273548,35.0995508,주류,0.32
455,고향김치전골,129.0265333,35.1005132,국/탕/찌개류,2.736
456,조선의 한우,129.0264824,35.0999548,소고기류,7.833
457,남포쭈꾸미,129.026944,35.0991577,밥류,0.414
458,먹고갈래싸갈래,129.025454,35.1019105,패스트푸드류,2.6
459,코심,129.0260113,35.1008692,밥류,0.414
460,이재모피자,129.0305786,35.1021014,패스트푸드류,2.6
461,개미집,129.030123,35.1007622,밥류,0.414
462,부산숯불갈비,129.0288476,35.1022604,돼지고기류,1.6
463,돌고래순두부,129.0295844,35.101542,국/탕/찌개류,2.736
464,콩밭에,129.0308065,35.1001705,밥류,0.414
465,레귤러하우스,129.0300972,35.1013303,커피,0.18
466,큰집,129.0298864,35.1002685,밥류,0.414
467,힙컵,129.0289674,35.1004475,커피,0.18
468,메가커피,129.0305602,35.102381,커피,0.18
469,엘라보라도,129.0285692,35.1010549,커피,0.18
470,아치베이커리,129.029973,35.1019173,밥류,0.414
471,겐짱카레,129.0289599,35.100727,밥류,0.414
472,광복경양식,129.0308065,35.1001705,돼지고기류,1.6
473,광복동커피,129.0305786,35.1021014,커피,0.18
474,산해갈비,129.0290677,35.1023216,돼지고기류,1.6
475,서진섭돼지국밥,129.0292821,35.1019232,돼지고기류,1.6
476,소문난똥집이모,129.0289674,35.1004475,주류,0.32
477,아나브린,129.029973,35.1019173,커피,0.18
478,술고당,129.0290957,35.100185,돼지고기류,1.6
479,동명칼국수,129.0303029,35.1011122,면류,1.3
480,개미집,129.0295294,35.1006591,밥류,0.414
481,바모노스,129.0302281,35.1021405,밥류,0.414
482,산수갑산,129.0299857,35.1003127,돼지고기류,1.6
483,빨봉분식,129.0303421,35.1007423,패스트푸드류,2.6
484,마이데이,129.0298215,35.1020808,커피,0.18
485,오겡끼카레,129.0299876,35.1013313,밥류,0.414
486,해강숯불갈비,129.0288461,35.1021432,돼지고기류,1.6
487,시골장터황태콩나물국밥,129.0371719,35.1108699,국/탕/찌개류,2.736
488,왕돼지집,129.0364578,35.1125165,돼지고기류,1.6
489,영주손칼국수,129.037379,35.1116253,면류,1.3
490,카페 더 뷰티풀,129.0308495,35.1096799,커피,0.18
491,대성반점,129.0368118,35.1110172,면류,1.3
492,화통한 할매밥상,129.0280578,35.1101182,돼지고기류,1.6
493,코모도호텔부산 고담,129.0351214,35.1091928,밥류,0.414
494,진아집,129.037379,35.1116253,면류,1.3
495,중구기사식당,129.0320454,35.1123108,면류,1.3
496,나너돈까스,129.0362015,35.1130686,돼지고기류,1.6
497,종필이집,129.037379,35.1116253,면류,1.3
498,무봤나촌닭,129.0345901,35.1114238,닭고기류,0.3
499,누나야,129.037379,35.1116253,면류,1.3
500,힐사이드호텔,129.0359445,35.1092308,커피,0.18
501,할매복국집,129.0354351,35.112318,국/탕/찌개류,2.736
502,코모도호텔부산 온새미로,129.0351214,35.1091928,밥류,0.414
503,아스토리아,129.0377839,35.1124151,소고기류,7.833
504,봉다리숯불두마리치킨,129.0345805,35.111532,닭고기류,0.3
505,심할머니찐빵만두,129.0342974,35.1116967,패스트푸드류,2.6
506,장모님기사식당,129.0318172,35.112484,밥류,0.414
507,바로덮밥,129.034306,35.1115073,밥류,0.414
508,고래등,129.0371944,35.1109148,주류,0.32
509,단골식당단골식육점,129.0371953,35.1109869,생선류,5.933
510,아트스테이,129.0327645,35.1145311,커피,0.18
511,나이스치킨,129.0359981,35.1125926,닭고기류,0.3
512,상짱,129.0353446,35.1042963,밥류,0.414
513,겐짱카레,129.0349714,35.1051378,밥류,0.414
514,돌쇠장작구이,129.0355513,35.1006889,소고기류,7.833
515,중앙모밀,129.0352699,35.1018542,면류,1.3
516,그집곱도리탕,129.0383474,35.1101387,닭고기류,0.3
517,노티스,129.0373911,35.1021966,커피,0.18
518,중앙식당,129.0359788,35.1006673,국/탕/찌개류,2.736
519,본참치,129.0352172,35.1054962,생선류,5.933
520,성일집,129.0373672,35.0994475,생선류,5.933
521,무궁화,129.0379069,35.1091419,패스트푸드류,2.6
522,고등어연구소,129.0359542,35.1047959,밥류,0.414
523,어보,129.0360986,35.0979981,밥류,0.414
524,대성초밥,129.0371208,35.1059667,생선류,5.933
525,화덕을만난고등어,129.0353795,35.1035839,생선류,5.933
526,생복집,129.0376153,35.1077743,국/탕/찌개류,2.736
527,스시키쿠,129.0358488,35.1025343,생선류,5.933
528,한양왕순대돼지국밥,129.0359014,35.1006229,돼지고기류,1.6
529,통영멸치쌈밥집,129.0348658,35.1019928,국/탕/찌개류,2.736
530,오뚜기식당,129.0360034,35.1008834,국/탕/찌개류,2.736
531,미쓰부산,129.0361102,35.1023878,밥류,0.414
532,정직유부,129.0355724,35.1058267,생선류,5.933
533,고래사어묵,129.0360986,35.0979981,밥류,0.414
534,소문난정식집,129.0375546,35.1003834,생선류,5.933
535,후지라멘,129.0348529,35.1053101,면류,1.3
536,블랙업커피,129.0360986,35.0979981,커피,0.18
537,모시모시,129.0360986,35.0979981,생선류,5.933
538,투썸플레이스,129.0368229,35.1075648,커피,0.18
539,조방낙지1번가,129.0360986,35.0979981,밥류,0.414
540,다이도코로,129.0360986,35.0979981,밥류,0.414
541,부광돼지국밥,129.0350476,35.1042267,돼지고기류,1.6
542,브라운핸즈,129.0360986,35.0979981,커피,0.18
543,스타벅스,129.0359261,35.1051747,커피,0.18
544,비엔씨제과,129.0295941,35.0996941,밥류,0.414
545,남포수제비,129.0305068,35.0998846,소고기류,7.833
546,돌솥밥집,129.0290496,35.1000052,밥류,0.414
547,홍익돈까스,129.0302507,35.0995803,돼지고기류,1.6
548,삼송초밥,129.0298457,35.0996469,생선류,5.933
549,원산면옥,129.0310436,35.0989606,면류,1.3
550,보드게임카페 레드버튼,129.029094,35.0991755,커피,0.18
551,하쿠더갓포,129.0297741,35.1000531,주류,0.32
552,마마도마,129.0308092,35.0995125,생선류,5.933
553,남포당,129.0297741,35.1000531,밥류,0.414
554,디저트39,129.0283599,35.0992358,커피,0.18
555,써브웨이,129.031052,35.0996276,패스트푸드류,2.6
556,까사오로,129.0297079,35.0991523,커피,0.18
557,덕분에,129.0293322,35.0998044,주류,0.32
558,종각집,129.0305172,35.0998395,생선류,5.933
559,고니스커피,129.0285235,35.0991623,커피,0.18
560,블루샥,129.0287432,35.0991875,커피,0.18
561,삼진커피,129.0282715,35.0991825,커피,0.18
562,남포충무김밥,129.029094,35.0991755,밥류,0.414
563,콩카페,129.0290642,35.0994281,커피,0.18
564,유가네닭갈비,129.030716,35.0990806,닭고기류,0.3
565,시실리 돈까스,129.0299694,35.0998892,돼지고기류,1.6
566,투썸플레이스,129.0304786,35.0993891,커피,0.18
567,토레스,129.0297955,35.0991425,소고기류,7.833
568,개미집,129.0300682,35.0998974,밥류,0.414
569,봉추찜닭,129.0302714,35.099481,닭고기류,0.3
570,광복수제비,129.0307366,35.0989722,밥류,0.414
571,마마된장,129.0304846,35.0989924,돼지고기류,1.6
572,자라메코이,129.029094,35.0991755,밥류,0.414
573,에이미스커피,129.0295941,35.0996941,커피,0.18
574,동대문엽기떡볶이,129.0308259,35.0990977,패스트푸드류,2.6
575,월계수 식당,129.0308455,35.0997826,돼지고기류,1.6
576,양지가요주점,129.0286775,35.0991971,주류,0.32
577,원유로 스페셜티,129.0292031,35.1000039,커피,0.18
578,트리플제이,129.0294666,35.0991543,주류,0.32
579,하삼동 커피,129.0291817,35.0991747,커피,0.18
580,로터스15,129.0302438,35.0999049,커피,0.18
581,리치피자,129.0303837,35.0996874,패스트푸드류,2.6
582,메이커커피,129.029094,35.0991755,커피,0.18
583,어반그린,129.0297741,35.1000531,커피,0.18
584,성원,129.0286163,35.0995671,주류,0.32
585,시애틀,129.0309536,35.0996555,주류,0.32
586,루틴카리나,129.029094,35.0991755,커피,0.18
587,036호점,129.029094,35.0991755,커피,0.18
588,고양이다락방,129.0293565,35.0991192,커피,0.18
589,든든교반,129.0299694,35.0998892,밥류,0.414
590,컴포즈커피,129.029094,35.0991755,커피,0.18
591,샤브나인,129.0293575,35.0992003,소고기류,7.833
592,박리다방,129.0310271,35.0993934,커피,0.18
593,대오복요리전문점,129.023737,35.0909099,국/탕/찌개류,2.736
594,전망대장어구이,129.0263294,35.0851191,생선류,5.933
595,남해복국,129.0238272,35.0884754,국/탕/찌개류,2.736
596,등대할매집,129.0260115,35.083373,생선류,5.933
597,카페 오루즈,129.0215112,35.0900634,커피,0.18
598,함흥냉면,129.0236735,35.0910908,면류,1.3
599,백년횟집,129.0263294,35.0851191,생선류,5.933
600,유림아구찜,129.0233027,35.0912561,생선류,5.933
601,양순식당,129.0249122,35.092802,생선류,5.933
602,행복한오리,129.0232696,35.0929961,소고기류,7.833
603,명품물회,129.0254788,35.0819894,생선류,5.933
604,구내식당,129.0245727,35.0893344,생선류,5.933
605,새마을식당,129.0213803,35.0848454,돼지고기류,1.6
606,등대횟집,129.0243366,35.0844869,생선류,5.933
607,남궁장어구이,129.0263859,35.0852538,생선류,5.933
608,만리향,129.0242938,35.0863261,면류,1.3
609,산수식당,129.0241666,35.0875531,밥류,0.414
610,우리집밥,129.0228768,35.0931617,국/탕/찌개류,2.736
611,민경식당,129.0240453,35.0892488,국/탕/찌개류,2.736
612,우미정,129.0238801,35.0891961,밥류,0.414
613,함초밀면,129.0245409,35.085035,밥류,0.414
614,옛날도너츠,129.024161,35.093241,생선류,5.933
615,멤버생맥주,129.0245145,35.0855581,주류,0.32
616,하동재첩,129.0240435,35.0891045,밥류,0.414
617,오블리비아테,129.0240457,35.0866527,돼지고기류,1.6
618,인삼찻집,129.0245727,35.0893344,커피,0.18
619,처갓집양념치킨,129.0223002,35.0926527,닭고기류,0.3
620,봉이식당,129.0241031,35.0877339,밥류,0.414
